PC1,PC2,PC3,PC4,PC5,cluster,nmkab,nmkec
-4.3920568983097805,-4.498326846782284,-3.1136239730092394,-7.4074011426269655,6.5313725974527594,1,KEPULAUAN SELAYAR,PASIMARANNU
-3.807523091883231,-4.781470822360619,-4.323976331044523,-2.9740877256973266,5.2654875315707566,1,KEPULAUAN SELAYAR,PASILAMBENA
-4.287019052527867,-3.356579172405363,-1.631861571880592,-4.545367194903567,3.085485110666424,1,KEPULAUAN SELAYAR,PASIMASSUNGGU
-1.3563940073307401,-5.254031338088619,-4.051163913485373,-2.5819036545872005,3.75628588425346,1,KEPULAUAN SELAYAR,TAKABONERATE
-3.8249035428556537,-2.7230383646155136,-1.8449861038088258,-3.7162689709176067,2.2907312174049723,1,KEPULAUAN SELAYAR,PASIMASSUNGGU TIMUR
-2.2852298989511715,-2.8190070392710265,-3.5997977908433296,-4.28163103816258,2.2793071887721954,1,KEPULAUAN SELAYAR,BONTOSIKUYU
-1.665823247078324,-2.6455821796714547,-2.338666384835418,-3.8589121894304714,2.4095248657297117,1,KEPULAUAN SELAYAR,BONTOHARU
1.5036098250906487,-3.748240683198017,0.09006854032119609,-4.312863879410147,3.6254732344322163,1,KEPULAUAN SELAYAR,BENTENG
-2.074672115694455,-2.0258430369672826,-4.15695878048795,-2.254725737249369,3.844322285197842,1,KEPULAUAN SELAYAR,BONTOMANAI
-1.1852394836711,-2.7611331177623333,-3.9755433884336826,-0.9784730845761831,4.350304945503341,1,KEPULAUAN SELAYAR,BONTOMATENE
-2.223354062663038,-2.7551483316080208,-4.513257275437881,-1.5765276627652338,3.0462267148800413,1,KEPULAUAN SELAYAR,BUKI
4.587772929211971,0.9775550578706524,-0.9132013785933205,-1.375760510069773,0.9098764517107181,4,BULUKUMBA,GANTARANG
4.742789387504515,-0.875412774081862,1.1667495148572067,-0.43191022026142856,2.4332306796353516,3,BULUKUMBA,UJUNG BULU
1.7809294315708057,1.0996003199399953,-1.9662446313194497,-1.629113371925338,-1.7663675318009286,4,BULUKUMBA,UJUNG LOE
1.2817380792094137,-0.5854782328410865,-1.4756533150251923,-1.111979528461717,2.3690239621340883,4,BULUKUMBA,BONTO BAHARI
0.951322275183323,-0.1372576560853239,-2.314845227047307,-0.13129525476908174,1.6150363256985034,4,BULUKUMBA,BONTOTIRO
1.6767218949058305,0.4026046602530926,-1.9992265250436474,-1.713054815923368,0.00461419385123982,4,BULUKUMBA,HERO LANGE-LANGE
0.0471769117197914,0.769142287004804,-1.7137804265870653,-0.9620563527974748,0.24545340664807375,4,BULUKUMBA,KAJANG
1.2805091982283965,0.6363580986822429,-1.6797830937925424,-0.6846105318912122,-0.3363527441360821,4,BULUKUMBA,BULUKUMPA
